t,node,discovery_rate,Na,average_Na,average_Ne,pos_x,pos_y,min_discovery_rate,max_discovery_rate,stdev_discovery_rate
13586,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13587,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13588,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13589,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13590,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13591,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13592,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13593,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13594,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13595,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13596,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13597,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13598,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13599,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13600,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13601,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13602,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13603,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13604,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13605,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13606,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13607,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13608,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13609,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13610,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13611,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13612,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13613,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13614,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13615,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13616,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13617,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13618,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13619,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13620,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13621,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13622,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13623,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13624,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13625,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13626,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13627,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13628,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13629,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13630,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13631,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13632,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13633,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13634,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13635,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13636,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13637,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13638,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13639,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13640,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13641,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13642,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13643,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13644,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13645,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13646,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13647,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13648,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13649,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13650,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13651,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13652,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13653,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13654,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13655,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13656,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13657,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13658,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13659,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13660,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13661,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13662,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13663,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13664,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13665,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13666,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13667,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13668,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13669,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13670,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13671,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13672,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13673,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13674,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13675,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13676,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13677,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13678,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13679,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13680,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13681,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13682,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13683,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13684,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13685,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13686,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13687,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13688,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13689,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13690,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13691,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13692,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13693,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13694,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13695,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13696,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13697,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13698,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13699,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13700,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13701,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13702,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13703,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13704,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13705,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13706,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13707,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13708,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13709,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13710,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13711,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13712,,0.25,80,79.0,30.0,,,0.24050632911392406,0.25316455696202533,0.005515755320640449
13713,,0.25,80,79.0,30.0,,,0.24050632911392406,0.25316455696202533,0.005515755320640449
13714,,0.25,80,79.0,30.0,,,0.24050632911392406,0.25316455696202533,0.005515755320640449
13715,,0.25,80,79.0,30.0,,,0.24050632911392406,0.25316455696202533,0.005515755320640449
13716,,0.25,80,79.0,30.0,,,0.24050632911392406,0.25316455696202533,0.005515755320640449
13717,,0.25,80,79.0,30.0,,,0.24050632911392406,0.25316455696202533,0.005515755320640449
13718,,0.25,80,79.0,30.0,,,0.24050632911392406,0.25316455696202533,0.005515755320640449
13719,,0.25,80,79.0,30.0,,,0.24050632911392406,0.25316455696202533,0.005515755320640449
13720,,0.25,80,79.0,30.0,,,0.24050632911392406,0.25316455696202533,0.005515755320640449
13721,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13722,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13723,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13724,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13725,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13726,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13727,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13728,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13729,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13730,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13731,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13732,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13733,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13734,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13735,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13736,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13737,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13738,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13739,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13740,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13741,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13742,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13743,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13744,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13745,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13746,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13747,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13748,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13749,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13750,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13751,,0.2625,80,79.0,30.0,,,0.25316455696202533,0.26582278481012656,0.005604669691585873
13752,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13753,,0.27499999999999997,80,79.0,30.0,,,0.26582278481012656,0.27848101265822783,0.00568773962294874
13754,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13755,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13756,,0.2875,80,79.0,30.0,,,0.27848101265822783,0.2911392405063291,0.005765217754535553
13757,,0.3,80,79.0,30.0,,,0.2911392405063291,0.3037974683544304,0.005837326748438384
13758,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13759,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13760,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13761,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13762,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13763,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13764,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13765,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13766,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13767,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13768,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13769,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13770,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13771,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13772,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13773,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13774,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13775,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13776,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13777,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13778,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13779,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13780,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13781,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13782,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13783,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13784,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13785,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13786,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13787,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13788,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13789,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13790,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13791,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13792,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13793,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13794,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13795,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13796,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13797,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13798,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13799,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13800,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13801,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13802,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13803,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13804,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13805,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13806,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13807,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13808,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13809,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13810,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13811,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13812,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13813,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13814,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13815,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13816,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13817,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13818,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13819,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13820,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13821,,0.3125,80,79.0,30.0,,,0.3037974683544304,0.31645569620253167,0.005904263328386352
13822,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13823,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13824,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13825,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13826,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13827,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13828,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13829,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13830,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13831,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13832,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13833,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13834,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13835,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13836,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13837,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13838,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13839,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13840,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13841,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13842,,0.325,80,79.0,30.0,,,0.31645569620253167,0.3291139240506329,0.005966201589444711
13843,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13844,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13845,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13846,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13847,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13848,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13849,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13850,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13851,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13852,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13853,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13854,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13855,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13856,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13857,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13858,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13859,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13860,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13861,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13862,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13863,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13864,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13865,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13866,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13867,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13868,,0.33749999999999997,80,79.0,30.0,,,0.3291139240506329,0.34177215189873417,0.006023295728496926
13869,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13870,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13871,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13872,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
13873,,0.35,80,79.0,30.0,,,0.34177215189873417,0.35443037974683544,0.006075682309999189
